Cluster,Date,Year,Teamleader,LULC,Subtype,Scientific_name,DBH,bole_height,total_height,crown_diameter,tree_condition_label,Stump
SU5,10/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia hockii,4.6,2.5,3,1,Healthy,No
SU5,10/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia hockii,5.2,1.5,3,1.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Grewia mollis,12.3,2.5,4,2.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Ozoroa insignis,18,1.5,5.5,2.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Ficus ingens,15.6,1.5,6,3,Healthy,No
SU5,10/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Ficus ingens,23.4,3,8.5,6.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Ficus ingens,22.4,3,7,3.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Ficus ingens,19.3,4,7,4.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Bridelia scleroneura,19.9,3,5,2,Declining health,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia scleroneura,21.6,2,5.5,4.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Gardenia ternifolia,33,1.6,3.5,0,Dead,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Grewia mollis,9.1,1.7,3,1,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Grewia mollis,11.2,1.3,4,3,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Grewia mollis,8.3,1.7,3.5,2,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Grewia mollis,8.4,1.5,3,0.5,Declining health,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Gardenia ternifolia,3.4,1.4,3,2,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,9.1,1.3,4,4,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,8.4,1.9,4.5,3.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,3.8,3,4.5,1.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Maytenus senegalensis,6.1,1.3,3,2,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,6.5,0,0.35,,,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia schromeroida,31.3,2,8,7,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,7.7,2,4,2,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,3.4,2,4,1.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,9.1,2,4,3.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Maytenus senegalensis,3.71,1.5,2.8,1,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Terminalia ivorensis,3.4,1.7,2.5,2,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Terminalia ivorensis,3.3,1.3,2.5,1.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,,25.1,,0.22,,,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ozoroa insignis,26.1,2.3,8.5,5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ozoroa insignis,17,2.5,4,1.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ozoroa insignis,32.2,1.5,9,8,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ficus ingens,15.7,1.8,6,4.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ficus ingens,35.5,1.4,6.5,7,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Grewia mollis,20,1.3,5,4,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Grewia mollis,11,1.8,4.5,1.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ficus ingens,11.2,1.5,4.5,4,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ficus ingens,15.6,1.6,6,5.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ficus ingens,16.4,1.9,6.5,6,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia scleroneura,15,3,6.5,4,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ficus ingens,63.5,1.3,8.5,10,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ozoroa insignis,15.3,2,6,4,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ozoroa insignis,15.5,2.2,5.5,2.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Maytenus senegalensis,12.2,1.3,3.5,3.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Annona senegalensis,11,2,5,3,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,20.7,1.3,5,4.5,Declining health,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia scleroneura,19.2,2,6.5,4.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia scleroneura,12.1,3,5.5,2,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia scleroneura,17.4,2.5,5.5,4,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Grewia mollis,15,1.3,5.5,3,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Grewia mollis,27,,0.35,,,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,,13,,1.3,,,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,,11,,1,,,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,,18.3,,2.5,,,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia scleroneura,32,2.5,8,4,Declining health,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia scleroneura,15.8,1.6,4,1,Unhealthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia scleroneura,22.8,3.5,6.5,1.5,Unhealthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ziziphus abyssinica,16,2,6,4,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Terminalia ivorensis,3.4,1.4,3,2,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Terminalia ivorensis,3.4,1.6,4.5,3,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,7.7,,0.4,,,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Terminalia ivorensis,4.5,1.4,3.5,2.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Terminalia ivorensis,3.3,1.3,3,2,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Maytenus senegalensis,4.4,1.3,2,1,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia scleroneura,15,3,6.5,3,Unhealthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia scleroneura,16.2,2,4,3,Unhealthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,8.7,1.5,4,2.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Terminalia ivorensis,3.8,1.6,3.5,2,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Citrus nobilis,7,1.3,3.5,1.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ficus ingens,27,1.5,8.5,7,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ficus ingens,15.6,2,6.5,5.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ficus ingens,16.3,1.7,7,5.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ficus ingens,13.6,2.5,6.5,4,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Maytenus senegalensis,11.6,1.8,5,3,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,9.5,1.8,5,3,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,4.5,1.3,3,1.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,3.3,1.3,2.5,1,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,5.4,1.6,3,2,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,4.2,1.8,3.5,1.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Acacia hockii,4,1.3,3,1,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia scleroneura,16.8,1.5,4,2.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ficus sp.,10.4,2,6,3.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia scleroneura,14.8,1.6,5,5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Bridelia scleroneura,20.9,1.5,5.5,6,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ozoroa insignis,23.3,2.8,6.55,5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ozoroa insignis,25.2,4,8,4.5,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Ozoroa insignis,11.5,2.3,6,4,Healthy,No
SU5,10/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum molle,58,,1.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Acacia hockii,8.5,,0.01,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,7,,0.01,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,5.4,,0.01,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Acacia hockii,9.9,,0.15,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Acacia hockii,4.4,,0.1,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,6.5,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,5,,0.18,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,7.8,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Harrisonia abysinica,7.9,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Combretum molle,6.6,,0.35,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,5.5,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Combretum molle,10.2,,0.15,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,12.3,,0.35,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,6.3,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,3,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,5.5,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,5.3,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,7.2,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,7,,0.35,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,9,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,6.3,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,12.9,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,9,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,8.9,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,16.2,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,5.7,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,7,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,5,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,7.2,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,10.3,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Combretum sp.,4.5,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,6,,0.15,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,6,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,10,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,9.1,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,6.7,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,6.7,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Flueggea virosa,7.3,,0.1,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Acacia hockii,6.3,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,14.2,,0.35,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Lannea barteri,22,0.25,6,4,Declining health,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Combretum molle,11.2,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Combretum molle,11.2,,0.35,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,12,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,16.2,,0.4,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Combretum molle,11.7,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Combretum molle,16.8,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Combretum molle,23.4,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Combretum molle,15.6,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Combretum molle,26,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Combretum molle,17.8,2,6,4,Healthy,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Cussonia arborea,16,,1,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,9,,0.15,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,6,,0.1,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,6,,0.1,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Harrisonia abysinica,6.4,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Harrisonia abysinica,4.3,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,4,,0.1,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,4.2,,0.1,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,8.3,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,7.9,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,6,,0.15,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,19.3,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Combretum molle,16,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,9.2,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,11.1,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,8.9,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,5.6,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,8,,0.1,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Acacia hockii,7.2,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Flueggea virosa,6.5,,0.15,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Rhus vulgaris,5,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,8,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Flueggea virosa,12.5,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Acacia sieberiana,16.6,,0.1,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Lannea sp.,13,,0.35,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Ozoroa insignis,23.4,,1,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,13.4,,0.5,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,12.3,,1,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Lannea sp.,56.5,1.5,9,10,Healthy,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,13.4,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,13.3,,0.1,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Grewia bicolor,13,,0.15,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,6.3,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,4.9,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,4.4,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,12.2,,0.6,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,4.2,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,3.1,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,5.2,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,5.3,,0.25,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,14.8,,0.15,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,5,,0.15,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,6,,0.1,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Ricinus communis,3.3,1.3,2.5,1.5,Healthy,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Ricinus communis,4.3,1.3,3,1.5,Healthy,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Ricinus communis,3.2,1.3,4.5,1,Healthy,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,17,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,15.8,,0.3,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,10,,0.2,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,18,,0.35,,,No
SU6,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,,19.7,,0.3,,,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Ficus exasperata,4.7,2,3,1,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Ficus exasperata,7,2,3,1,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Ficus exasperata,13.3,1.8,4,2.5,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Ficus exasperata,6.6,2,4.5,1.5,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Ficus exasperata,5.2,1.5,5.5,1,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Psidium guajova,4.3,1.4,5,1,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Psidium guajova,4.5,1.4,5,1,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Psidium guajova,4.5,1.4,4,1.5,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Sapium ellipticum,10.8,2.5,6,2.5,Dying,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Sapium ellipticum,8.2,1.8,4.5,2.5,Declining health,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Sapium ellipticum,6,,1.5,,,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Sapium ellipticum,6.2,,1.7,,,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Sapium ellipticum,6,2,6,2,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Psidium guajova,4.1,1.7,3,1,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Psidium guajova,6.5,1.7,4,2,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Psidium guajova,4,1.7,4,1.5,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Psidium guajova,6.2,1.4,3,2,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,20,6,8,4,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Blighia unijugata,5.2,1.6,3,1.5,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,22.9,1.8,5,2.5,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,20.6,1.6,4,2.5,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,21.8,2.5,6,2.5,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Blighia unijugata,5.6,1.8,3,1.5,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Acacia polyacantha,15,2.5,6,4,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Acacia polyacantha,12.2,1.8,6,2,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Acacia polyacantha,6.2,2,4,1,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Acacia polyacantha,5.6,1.6,4,1,Dead,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Acacia polyacantha,10.4,1.6,7,2.5,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Acacia polyacantha,4.9,2,3,0.5,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Acacia polyacantha,3.9,1.7,3,0.5,Dead,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Psidium guajova,5.2,1.6,3,1,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Psidium guajova,4.3,1.8,3,1,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Markhamia lutea,3.7,2.5,4,1,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Albizia coriaria,6,2,4,1.5,Declining health,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Spathodea campanulata,11.8,2,4,2,Declining health,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,4.8,2,3,1.5,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Grewia bicolor,5.2,2,3,1.5,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Psidium guajova,4.9,2,4,1,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Sapium ellipticum,5.3,1.4,3,1,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,21.9,4,6,4,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,21.2,4,6,4,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,25.8,2,4,4,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Atocarpus heterophyla,12.9,1.8,5,2,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,22.3,4,6,4,Healthy,No
